,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
3890,Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft|Category:1900s French military reconnaissance aircraft,29 October [[1908 in aviation,,Error,0,1,14884888,,,Clément-Bayard No.1,Error,3.021917808219178,1,1.0,1908.0
3900,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,"January 21, 1938",1939,Error,0,1,12895594,1943,,Potez-CAMS 141,,14.915068493150685,1,1.0,1938.0
3905,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,January 1930,1934,Error,0,112 plus prototypes,18905862,1940,,Potez 39,,5.863013698630137,4,112.0,1930.0
3908,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,[[1939 in aviation,,Error,0,1,23873589,,,Loire-Nieuport 10,,6.336986301369863,1,1.0,1939.0
3909,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,[[1933 in aviation,,Error,0,7,23873515,1940,,Loire 501,,4.756164383561644,3,7.0,1933.0
3910,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,"November 19, 1934",1937,Error,0,125,13508365,1951,,Loire 130,,24.882191780821916,4,125.0,1934.0
3911,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,1933,1937,Error,0,8,13131278,,,Loire 70,,6.832876712328767,3,8.0,1933.0
3912,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,1932,,Error,0,1,23873473,,,Loire 60,,2.9808219178082194,1,1.0,1932.0
3913,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,1932,,Error,0,1,32012060,,,Loire 30,Error,2.5232876712328767,1,1.0,1932.0
3918,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,February 1935,,Error,0,1,59837543,,,Levasseur PL.200,,1.1479452054794521,1,1.0,1935.0
3919,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,1930,,Error,0,1,59837378,,,Levasseur PL.12,,0.8027397260273973,1,1.0,1930.0
3920,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,1931,,Error,0,1,59837315,,,Levasseur PL.11,,0.736986301369863,1,1.0,1931.0
3921,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,8 March 1939,1940,,0,1,12769820,1947,,Latécoère 611,,11.191780821917808,1,1.0,1939.0
3924,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,[[1931 in aviation,[[1934 in aviation,Error,0,22,15046353,[[1941 in aviation,,Gourdou-Leseurre GL-832 HY,Error,7.638356164383562,3,22.0,1931.0
3931,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,11 September 1933,Error,1935,0,37,11042155,,,Breguet Br.521 Bizerte,,9.36986301369863,3,37.0,1933.0
3932,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,4 April 1938 (Br 730),1945,,0,5,15119903,1954,,Breguet 730,,10.810958904109588,2,5.0,1938.0
3933,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,1935,,Error,0,1,59696727,,prototype only,Breguet 610,Error,1.4986301369863013,1,1.0,1935.0
3936,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French bomber aircraft|Category:1930s French bomber aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French bomber aircraft|Category:1930s French bomber aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French bomber aircraft|Category:1930s French bomber aircraft|Category:1930s French bomber aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French bomber aircraft,29 June 1934 (MB.130),June 1938,Error,0,143,845684,,,Bloch MB.131,,22.336986301369862,4,143.0,1934.0
3938,Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft|Category:1930s French military reconnaissance aircraft,1931,,Error,0,~285,10819294,,,ANF Les Mureaux 113,Error,18.734246575342464,5,285.0,1931.0
3945,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft,October 1921,1923,Error,0,687,12076430,,,Potez XV,,4.342465753424658,5,687.0,1921.0
3947,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft,1924,1925,Error,0,"4,000 (2,500 in France)",9385377,1940s,,Potez 25,,51.07123287671233,6,4000.0,1924.0
3954,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft,1928,1929,Error,0,16,16296490,,,Latham 47,Error,26.994520547945207,3,16.0,1928.0
3955,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft,,23 September 1930,Error,0,86,13333263,1940,Error,Gourdou-Leseurre GL-812 HY,Error,5.978082191780822,4,86.0,1930.0
3962,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft,[[1928 in aviation,,Error,0,112,12721732,,,CAMS 55,Error,8.301369863013699,4,112.0,1928.0
3963,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft,[[1926 in aviation,,Error,0,332,12703914,,,CAMS 37,Error,13.4,5,332.0,1926.0
3964,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft,[[1923 in aviation,,Error,0,21,12700716,,,CAMS 33,Error,4.33972602739726,3,21.0,1923.0
3966,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:French patrol aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:French patrol aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:French patrol aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:French patrol aircraft|Category:1920s French military reconnaissance aircraft|Category:French patrol aircraft|Category:1920s French military reconnaissance aircraft,23 February 1929,1930,Error,0,over 227,13178307,1939,,Breguet 270 Series,Error,11.536986301369863,5,227.0,1929.0
3967,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French bomber aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French bomber aircraft,March [[1922 in aviation,,Error,0,"~ 2,700",2132833,,,Breguet 19,,44.345205479452055,6,2700.0,1922.0
3968,Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft|Category:1920s French military reconnaissance aircraft,[[1922 in aviation,[[1923 in aviation,Error,0,24,11967194,[[1926 in aviation,,Blanchard Brd.1,Error,3.8328767123287673,3,24.0,1922.0
3974,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,Error,Error,Error,0,"1,000",18186143,Error,Error,SPAD S.XI,Error,12.005479452054795,5,1000.0,1910.0
3975,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French fighter aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French fighter aircraft|Category:1910s French fighter aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French fighter aircraft|Category:1910s French fighter aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French fighter aircraft|Category:1910s French fighter aircraft|Category:1910s French fighter aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French fighter aircraft,1918,Error,,0,115,960537,,,SEA IV,,5.789041095890411,4,115.0,1918.0
3976,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,1917,n/a,Error,0,1,43118588,n/a,,Salmson 5,,2.1671232876712327,1,1.0,1917.0
3977,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,1918,1918,Error,0,12,43035769,1920,,Salmson 4,,3.66027397260274,3,12.0,1918.0
3978,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,{{avyear,Error,Error,0,"3,200",9267841,Error,Error,Salmson 2,Error,26.693150684931506,6,3200.0,1910.0
3984,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,,1914,Error,0,595,2470575,,,Morane-Saulnier P,,8.383561643835616,5,595.0,1914.0
3989,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,,Error,,0,1,59792287,,,Farman MF.16,,1.0191780821917809,1,1.0,1910.0
3993,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,10 April [[1910 in aviation,,Error,0,1,14885344,,,Clément-Bayard No.2,Error,2.4986301369863013,1,1.0,1910.0
3994,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,1913,,Error,0,1,59797473,,,Caudron Type G,,1.126027397260274,1,1.0,1913.0
3995,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,,,Error,0,750,14721131,,,Caudron R.6,Error,2.947945205479452,5,750.0,1910.0
3996,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,1914,,Error,0,3,19806045,,,Caudron J Marine,Error,1.715068493150685,2,3.0,1914.0
3997,Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft|Category:1910s French military reconnaissance aircraft,[[1916 in aviation,,Error,0,512,14707396,,,Caudron G.6,Error,6.068493150684931,5,512.0,1916.0
4002,Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft|Category:1920s Finnish military reconnaissance aircraft,4 November 1922,1922,Error,0,120,9194957,1936,,IVL A.22 Hansa,,7.772602739726027,4,120.0,1922.0
4005,Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft,9 February 1937,[[1939 in aviation,Error,0,6,8999882,[[1943 in aviation,,Koolhoven F.K.52,,19.06027397260274,3,6.0,1937.0
4006,Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch bomber aircraft|Category:1930s Dutch military reconnaissance aircraft,1938,Error,1939,0,36,11074272,,,Fokker T.VIII,,26.715068493150685,3,36.0,1938.0
4007,Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft,{{avyear,,Error,0,24,16578805,,,Fokker C.XIV,Error,6.545205479452055,3,24.0,1930.0
4008,Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft|Category:1930s Dutch military reconnaissance aircraft,{{Avyear,,Error,0,14,16578081,,,Fokker C.XI,Error,10.967123287671233,3,14.0,1930.0
4010,Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft,June 1923,1925,Error,0,17,9000095,1927,,NVI F.K.31,,4.49041095890411,3,17.0,1923.0
4011,Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft,[[1927 in aviation,[[1927 in aviation,,0,33,16568762,[[1942 in aviation,,Fokker T.IV,,9.345205479452055,3,33.0,1927.0
4012,Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch fighter aircraft|Category:1920s Dutch fighter aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch fighter aircraft|Category:1920s Dutch fighter aircraft|Category:1920s Dutch fighter aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch fighter aircraft|Category:1920s Dutch fighter aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch fighter aircraft,{{avyear,,Error,0,10,16586670,,,Fokker DC.I,Error,5.561643835616438,3,10.0,1920.0
4013,Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft|Category:1920s Dutch military reconnaissance aircraft,{{avyear,,Error,0,10,16575835,,,Fokker C.VIII,Error,8.495890410958904,3,10.0,1920.0
